"subject_id","age","sex","harshness","universe","looplabel","uni_num","trial","armpick","runlength","rewardfound","switch"
"354",22,"1","harsh","stable","loop5",2,32,"four",12,82,0
"354",22,"1","harsh","stable","loop5",2,33,"four",13,84,0
"354",22,"1","harsh","stable","loop5",2,34,"four",14,88,0
"354",22,"1","harsh","stable","loop5",2,35,"four",15,89,0
"354",22,"1","harsh","stable","loop5",2,36,"four",16,89,0
"354",22,"1","harsh","stable","loop5",2,37,"four",17,93,0
"354",22,"1","harsh","stable","loop5",2,38,"four",18,97,0
"354",22,"1","harsh","stable","loop5",2,39,"four",19,95,0
"354",22,"1","harsh","stable","loop5",2,40,"four",20,99,0
"354",22,"1","harsh","stable","loop5",2,41,"four",21,97,0
"354",22,"1","harsh","stable","loop5",2,42,"four",22,96,0
"354",22,"1","harsh","stable","loop5",2,43,"four",23,93,0
"354",22,"1","harsh","stable","loop5",2,44,"four",24,93,0
"354",22,"1","harsh","stable","loop5",2,45,"four",25,87,0
"354",22,"1","harsh","stable","loop5",2,46,"four",26,86,0
"354",22,"1","harsh","stable","loop5",2,47,"four",27,93,0
"354",22,"1","harsh","stable","loop5",2,48,"four",28,91,0
"354",22,"1","harsh","stable","loop5",2,49,"four",29,90,0
"354",22,"1","harsh","stable","loop5",2,50,"four",30,87,0
"354",22,"1","harsh","stable","loop5",2,51,"four",31,84,0
"354",22,"1","harsh","stable","loop5",2,52,"four",32,81,0
"354",22,"1","harsh","stable","loop5",2,53,"four",33,79,0
"354",22,"1","harsh","stable","loop5",2,54,"four",34,82,0
"354",22,"1","harsh","stable","loop5",2,55,"four",35,88,0
"354",22,"1","harsh","stable","loop5",2,56,"four",36,84,0
"354",22,"1","harsh","stable","loop5",2,57,"four",37,80,0
"354",22,"1","harsh","stable","loop5",2,58,"four",38,83,0
"354",22,"1","harsh","stable","loop5",2,59,"four",39,81,0
"354",22,"1","harsh","stable","loop5",2,60,"four",40,84,0
